####################																				
#	DATA INFO																			
#	MScThesis Gabriel Ulrich on genetic architecture of counteradaptation to symbiont-conferred resistance																			
#	Data sheet with information on F3-generation colonies i.e. phenotyping data. Colonies consist of a plant with aphids on it to which Lysiphlebus wasps are added. In the end, only colonies where female wasps came from the P-generation colony with ID 1 were used. Colonies were established by adding adult aphids to +/- 10 d old Vicia faba plants and leaving them on the plant for a few days (see dates in the data frame to reconstruct exact timing). After adult aphids were removed, a pair of female wasps that originated from the same F2 colony was added to the plants.																			
#	Version Nr. 25-04-2019																			
####################																				
#	VARIBALE NAMES																			
#	colony_ID	Unique ID number of the established aphid colony																		
#	n_nymphs	Number of nymphs that were counted in the respective aphid colony prior to wasp addition																		
#	female_origin	"Origin of the female wasp that was added to the colony (H+ refers to the H76 adapted strain, H- to the ""control"" strain that is adapted to Hamiltonella free aphid clones and numbers refer to colony ID's)"																		
#	male_origin	"Origin of the male wasp that was added to the colony (H+ refers to the H76 adapted strain, H- to the ""control"" strain that is adapted to Hamiltonella free aphid clones and numbers refer to colony ID's). In F3-generation colonies, no males were added."																		
#	date_sown	Date at which the plant was sown																		
#	date_aphids_added	Date at which adult aphids were added to reproduce on the plant and start a colony																		
#	n_aphids_added	Number of adult aphids that were added to reproduce on the plant and start a colony																		
#	date_aphids_removed	Date at which adult aphids were removed to stop reproduction and limit the number of nymphs on the plant																		
#	n_aphids_removed	Number of adult aphids that were removed to stop reproduction and limit the number of nymphs on the plant. If this is not in accordance with n_aphids_added, this means that some aphids got lost (usually because they die) or that acidentally more were transferred than planned.																		
#	date_wasps_added	Date at which parasitoid wasps were added to the colony to let them reproduce																		
#	n_wasps_added	Number of parasitoid wasps that were added to the colony to let them reproduce (always 2 sister females in F3-generation colonies)																		
#	date_wasps_removed	Date at which parasitoid wasps were removed from the colony to standardize reproduction and maybe analyse DNA																		
#	n_females_removed	Number of female parasitoid wasps that were removed from the colony																		
#	n_males_removed	Number of male parasitoid wasps that were removed from the colony																		
#	female_status	Whether the removed female(s) is (are) alive or dead. aa: both alive, a: one alive, aD: one alive one dead																		
#	male_status	Whether the removed male is alive or dead (no males were added, no males were removed)																		
#	female_location	Whether the female(s) was (were) found in the tube or in the plant headspace (i.e. not in the headspace of the plant but in the eppendorf tube). PP: both in the plant headspace, PT one in the tube one in the headspace, TT both in the tube, T only one found but in the tube, P only one found but in the plant headspace																		
#	n_offspring	Number of offspring wasps that were counted in the dried colonies																		
#	n_mummies	Number of mummies that were counted in the dried colonies (including hatched and unchatched mummies)																		
#	n_mummies_unhatched	Number of unhatched mummies that were counted in the dried colonies (this is included in n_mummies)																		
#	notes	"Additional notes. The difference between ""second wasp not found"" and  ""1 wasp missing"": If during removal of wasps on the date [date_wasps_removed] a wasp that should be there was not found, ""second wasp not found"" was written. If during counting the dried colonies at the end of the experiment there was 1 more hatched mummy than wasps, ""1 wasp missing"" was written."																		
####################																				
colony_ID	n_nymphs	female_origin	male_origin	date_sown	date_aphids_added	n_aphids_added	date_aphids_removed	n_aphids_removed	date_wasps_added	n_wasps_added	date_wasps_removed	n_females_removed	n_males_removed	female_status	male_status	female_location	n_offspring	n_mummies	n_mummies_unhatched	notes
558	45	398	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	16	16	0	NA
559	44	376	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	4	8	4	NA
560	33	382	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	17	20	3	NA
561	25	383	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	10	14	4	NA
562	37	388	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	5	5	2	NA
563	39	424	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	2	2	0	NA
564	32	417	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PT	7	10	4	NA
565	42	375	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	13	14	1	NA
566	53	374	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PT	8	13	5	NA
567	54	350	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	11	17	7	NA
568	34	357	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	14	14	1	NA
569	54	313	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	0	2	1	1_wasp_missing
570	47	316	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PT	0	0	0	NA
571	45	317	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	0	0	0	NA
572	40	318	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	3	5	2	NA
573	56	392	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	1	0	a	NA	T	28	31	3	second_wasp_not_found
574	45	393	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	10	12	2	NA
575	27	302	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	0	0	0	NA
576	62	300	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	0	0	0	NA
577	31	273	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	6	6	0	NA
578	31	271	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	5	5	0	NA
579	45	343	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	5	7	2	NA
580	45	342	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	17	18	1	NA
581	42	349	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	5	6	1	NA
582	45	292	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PT	0	0	0	NA
583	44	293	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PT	6	7	1	NA
584	34	294	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	0	0	0	NA
585	17	296	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PT	0	0	0	NA
586	67	320	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	4	4	0	NA
587	65	322	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	11	15	4	NA
588	26	323	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	10	13	3	NA
589	54	324	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	15	22	7	NA
590	32	290	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PT	0	0	0	NA
591	34	325	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PT	7	9	2	NA
592	55	337	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	21	22	1	NA
593	45	220	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	3	3	0	NA
594	39	261	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	4	4	0	NA
595	39	332	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	4	8	4	NA
596	40	335	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	3	3	0	NA
597	39	327	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PT	0	0	0	NA
598	39	209	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	5	5	0	NA
599	29	257	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	9	9	0	NA
600	21	237	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PT	2	3	1	NA
601	22	285	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PT	15	15	1	1_hatched_mummy_missing
602	41	282	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	2	2	0	NA
603	45	210	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	1	1	0	NA
604	43	251	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	10	12	2	NA
605	48	144	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	0	0	0	NA
606	48	206	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	1	3	2	NA
607	40	166	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	0	0	0	NA
608	50	163	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	5	5	1	1_hatched_mummy_missing
609	42	273	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	1	0	a	NA	P	1	2	1	second_wasp_not_found
610	39	227	NA	14.03.2019	24.03.2019	4	26.03.2019	4	27.03.2019	2	28.03.2019	2	0	aa	NA	PP	14	17	4	1_hatched_mummy_missing
611	44	435	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PT	6	8	2	NA
612	42	434	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	18	20	2	NA
613	52	439	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	10	13	3	NA
614	50	438	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	TT	0	0	0	NA
615	55	437	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	TT	0	0	0	not_sure_if_there_is_one_flat_unhatched_mummy
616	38	396	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	21	23	3	NA
617	52	330	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	0	0	1	NA
618	50	319	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PT	0	0	0	NA
619	42	314	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	0	0	0	NA
620	40	357	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	0	0	0	NA
621	49	356	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PT	0	0	0	NA
622	52	354	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	2	3	1	NA
623	38	215	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	12	14	2	NA
624	42	461	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	TT	0	0	0	NA
625	33	371	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	TT	0	0	0	NA
626	48	425	NA	15.03.2019	25.03.2019	4	27.03.2019	5	28.03.2019	2	29.03.2019	2	0	aa	NA	TT	0	0	0	NA
627	53	146	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	0	0	0	NA
628	40	167	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	21	23	3	NA
629	39	169	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	27	28	2	NA
630	35	423	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	3	6	3	NA
631	21	405	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	8	7	0	1_hatched_mummy_missing
632	31	377	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	1	0	a	NA	P	0	0	0	second_wasp_not_found
633	52	409	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PT	20	21	1	NA
634	32	471	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	5	4	0	1_hatched_mummy_missing
635	23	427	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	0	0	0	NA
636	43	414	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	8	9	1	NA
637	34	457	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	21	21	0	NA
638	19	455	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	3	5	2	NA
639	32	413	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	7	7	0	NA
640	14	426	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	TT	0	0	0	NA
641	33	465	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PT	7	8	1	NA
642	33	471	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PT	2	3	1	NA
643	31	307	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	9	11	2	NA
644	41	389	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PT	0	0	0	NA
645	50	397	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	11	14	2	1_wasp_missing,_there_was_a_1_missing_in_front_of_the_number_in_the_n_mummies_column
646	52	281	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	18	22	4	NA
647	42	255	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PP	16	20	4	NA
648	42	363	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PT	0	0	0	NA
649	48	319	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aD	NA	PT	0	0	0	NA
650	43	439	NA	15.03.2019	25.03.2019	4	27.03.2019	4	28.03.2019	2	29.03.2019	2	0	aa	NA	PT	10	10	1	1_hatched_mummy_missing
651	36	389	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PP	0	2	1	NA
652	41	460	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PT	0	0	0	NA
653	46	384	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PP	8	16	4	NA
654	36	449	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PT	1	1	0	NA
655	22	443	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PP	7	11	2	NA
656	32	365	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	TT	0	0	0	NA
657	35	372	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PP	0	0	0	NA
658	32	409	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PP	3	4	1	NA
659	36	432	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PP	0	0	0	NA
660	36	433	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PT	16	16	0	NA
661	25	279	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PP	6	6	0	NA
662	35	467	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PT	0	0	0	NA
663	30	468	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PP	12	13	1	NA
664	27	469	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PP	5	5	0	NA
665	29	277	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PP	19	21	2	NA
666	18	348	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PP	0	0	0	NA
667	47	420	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PP	8	8	1	1_hatched_mummy_missing
668	49	458	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PP	5	6	1	NA
669	34	456	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PT	0	0	0	NA
670	22	410	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PP	13	13	0	NA
671	24	361	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PP	2	3	0	1_wasp_missing
672	44	355	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PP	13	13	0	NA
673	39	358	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PP	11	12	1	NA
674	55	194	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PP	21	23	2	NA
675	42	186	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	PP	28	28	0	NA
676	33	370	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	2	30.03.2019	2	0	aa	NA	TT	0	0	0	NA
677	32	132	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	1	30.03.2019	1	0	a	NA	P	0	0	0	NA
678	37	171	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	1	30.03.2019	1	0	a	NA	P	0	0	0	NA
679	20	242	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	1	30.03.2019	1	0	a	NA	P	0	0	0	NA
680	29	257	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	1	30.03.2019	1	0	a	NA	P	0	0	0	NA
681	22	260	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	1	30.03.2019	1	0	a	NA	P	0	0	0	NA
682	20	271	NA	15.03.2019	26.03.2019	4	28.03.2019	4	29.03.2019	1	30.03.2019	1	0	a	NA	P	0	0	0	NA
683	39	295	NA	18.03.2019	27.03.2019	4	29.03.2019	4	30.03.2019	2	31.03.2019	2	0	aa	NA	PP	3	5	2	NA
684	30	464	NA	18.03.2019	27.03.2019	4	29.03.2019	4	30.03.2019	2	31.03.2019	2	0	aa	NA	PP	0	0	0	NA
685	32	416	NA	18.03.2019	27.03.2019	4	29.03.2019	4	30.03.2019	2	31.03.2019	2	0	aa	NA	PP	4	6	2	NA
686	29	412	NA	18.03.2019	27.03.2019	4	29.03.2019	4	30.03.2019	2	31.03.2019	2	0	aa	NA	PP	13	15	3	1_hatched_mummy_missing
687	39	429	NA	18.03.2019	27.03.2019	4	29.03.2019	4	30.03.2019	2	31.03.2019	2	0	aa	NA	PP	18	20	2	NA
688	42	451	NA	18.03.2019	27.03.2019	4	29.03.2019	4	30.03.2019	2	31.03.2019	2	0	aa	NA	PP	6	7	1	NA
689	49	454	NA	18.03.2019	27.03.2019	4	29.03.2019	4	30.03.2019	2	31.03.2019	2	0	aa	NA	PP	0	0	0	NA
690	24	360	NA	18.03.2019	27.03.2019	4	29.03.2019	3	30.03.2019	2	31.03.2019	1	0	a	NA	P	2	2	0	second_wasp_not_found
691	25	234	NA	18.03.2019	27.03.2019	4	29.03.2019	3	30.03.2019	2	31.03.2019	2	0	aD	NA	PT	2	4	2	NA
692	33	268	NA	18.03.2019	27.03.2019	4	29.03.2019	4	30.03.2019	2	31.03.2019	2	0	aa	NA	PP	0	0	0	NA
693	42	466	NA	18.03.2019	27.03.2019	4	29.03.2019	4	30.03.2019	2	31.03.2019	2	0	aa	NA	PP	3	3	0	NA
694	39	459	NA	18.03.2019	27.03.2019	4	29.03.2019	4	30.03.2019	2	31.03.2019	2	0	aa	NA	PP	6	8	2	NA
695	37	448	NA	18.03.2019	27.03.2019	4	29.03.2019	4	30.03.2019	2	31.03.2019	2	0	aa	NA	PP	0	0	0	NA
696	35	441	NA	18.03.2019	27.03.2019	4	29.03.2019	4	30.03.2019	2	31.03.2019	2	0	aa	NA	PP	8	9	1	NA
697	40	440	NA	18.03.2019	27.03.2019	4	29.03.2019	4	30.03.2019	2	31.03.2019	2	0	aa	NA	PP	9	12	3	NA
698	40	326	NA	18.03.2019	27.03.2019	4	29.03.2019	4	30.03.2019	2	31.03.2019	2	0	aa	NA	PP	0	0	0	NA
699	35	178	NA	18.03.2019	27.03.2019	4	29.03.2019	3	30.03.2019	1	31.03.2019	1	0	a	NA	P	9	9	1	1_hatched_mummy_missing
700	13	172	NA	18.03.2019	27.03.2019	4	29.03.2019	3	30.03.2019	1	31.03.2019	1	0	a	NA	P	9	9	0	NA
701	40	282	NA	18.03.2019	27.03.2019	4	29.03.2019	3	30.03.2019	1	31.03.2019	1	0	a	NA	P	16	19	3	NA
702	36	264	NA	18.03.2019	27.03.2019	4	29.03.2019	4	30.03.2019	1	31.03.2019	1	0	a	NA	P	3	3	0	NA
703	35	386	NA	18.03.2019	27.03.2019	4	29.03.2019	3	30.03.2019	1	31.03.2019	1	0	a	NA	P	17	17	0	NA
704	24	351	NA	18.03.2019	28.03.2019	4	30.03.2019	4	31.03.2019	2	01.04.2019	2	0	aa	NA	PP	0	1	1	NA
705	24	462	NA	18.03.2019	28.03.2019	4	30.03.2019	3	31.03.2019	2	01.04.2019	2	0	aa	NA	PP	3	6	3	NA
706	31	366	NA	18.03.2019	28.03.2019	4	30.03.2019	3	31.03.2019	2	01.04.2019	2	0	aa	NA	PP	9	14	6	1_hatched_mummy_missing
707	23	147	NA	18.03.2019	28.03.2019	4	30.03.2019	3	31.03.2019	2	01.04.2019	2	0	aa	NA	PP	0	0	0	NA
708	17	236	NA	18.03.2019	28.03.2019	4	30.03.2019	3	31.03.2019	2	01.04.2019	2	0	aa	NA	PP	0	1	1	NA
709	20	364	NA	18.03.2019	28.03.2019	4	30.03.2019	3	31.03.2019	2	01.04.2019	2	0	aa	NA	PP	6	6	0	NA
710	29	212	NA	18.03.2019	28.03.2019	4	30.03.2019	4	31.03.2019	2	01.04.2019	2	0	aa	NA	PP	9	11	2	NA
711	30	380	NA	18.03.2019	28.03.2019	4	30.03.2019	3	31.03.2019	2	01.04.2019	2	0	aa	NA	PP	0	0	0	NA
712	17	379	NA	18.03.2019	28.03.2019	4	30.03.2019	3	31.03.2019	2	01.04.2019	2	0	aa	NA	PP	1	2	1	NA
713	19	306	NA	18.03.2019	28.03.2019	4	30.03.2019	3	31.03.2019	2	01.04.2019	2	0	aa	NA	PP	6	6	0	NA
714	33	309	NA	18.03.2019	28.03.2019	4	30.03.2019	4	31.03.2019	2	01.04.2019	2	0	aa	NA	PP	4	4	0	NA
715	22	336	NA	18.03.2019	28.03.2019	4	30.03.2019	3	31.03.2019	1	01.04.2019	1	0	a	NA	P	5	5	0	NA
716	32	201	NA	18.03.2019	28.03.2019	4	30.03.2019	4	31.03.2019	1	01.04.2019	1	0	a	NA	P	7	7	1	1_hatched_mummy_missing
717	14	298	NA	18.03.2019	28.03.2019	4	30.03.2019	3	31.03.2019	1	01.04.2019	1	0	a	NA	P	1	1	0	NA
718	10	297	NA	18.03.2019	28.03.2019	4	30.03.2019	3	31.03.2019	1	01.04.2019	1	0	a	NA	P	0	0	0	NA
719	22	404	NA	18.03.2019	28.03.2019	4	30.03.2019	3	31.03.2019	1	01.04.2019	1	0	a	NA	P	1	1	0	NA
720	39	402	NA	18.03.2019	28.03.2019	4	30.03.2019	3	31.03.2019	1	01.04.2019	1	0	a	NA	P	0	0	0	NA
721	34	310	NA	18.03.2019	28.03.2019	4	30.03.2019	3	31.03.2019	1	01.04.2019	1	0	a	NA	P	0	0	0	NA
722	17	172	NA	18.03.2019	28.03.2019	4	30.03.2019	3	31.03.2019	1	01.04.2019	1	0	a	NA	P	1	1	0	NA
723	26	166	NA	18.03.2019	28.03.2019	4	30.03._and_31.03.2019	2_and_1	31.03.2019	1	01.04.2019	1	0	a	NA	T	0	0	0	2_adult_aphids_were_removed_on_the_day_before._As_the_wasp_was_added,_another_adult_aphid_was_found,_which_was_removed_upon_wasp_addition.
724	14	168	NA	18.03.2019	28.03.2019	4	30.03.2019	2	31.03.2019	1	01.04.2019	1	0	a	NA	P	1	1	0	NA
725	16	406	NA	18.03.2019	28.03.2019	4	30.03.2019	2	31.03.2019	1	01.04.2019	1	0	a	NA	P	0	0	0	NA
